corpusname,corpusidnumeric,personname,ethnicity,gender
Perinthos-Herakleia,80309,2189|13068,,
IG Bulg 5,75796,1629,,
"IG Bulg 3,2",51816,1189,,
"IG Bulg 3,2",51805,524,,
IG Bulg 1(2),20046,2719,,
"IG Bulg 3,2",51683,374,,
"IG Bulg 3,1",41333,10301,,
"IG Bulg 3,1",41183,2179|2211|9993|9026,,
IG Bulg 4,62305,5943|2211|16662|11501,,
I Aeg Thrace,10241,1182,,
IG Bulg 1(2),20466,2176,,
IG Bulg 1(2),20014,2189|718,,
Other,100134,1683,,
IG Bulg 4,61902,2176|2189|2609,,
IG Bulg 5,75701,2189|792,,
"IG Bulg 3,1",40947,379,,
IG Bulg 1(2),20461,9108,,
IG Bulg 1(2),20078.3,784,,
Other,100150,16321,,
"IG Bulg 3,1",41474,2182|274,,
IG Bulg 5,75338,13263,,
IK Byzantion,95282,1300,,
IG Bulg 5,75740,13666,,
IG Bulg 1(2),20167,196,,
IG Bulg 4,62284,1141,,
IG Bulg 4,62074,987,,
"IG Bulg 3,1",41535,2189|1196,,
IG Bulg 5,75268,2204|2215,,
Perinthos-Herakleia,80143,10967,,
I Aeg Thrace,10212,561,,
Perinthos-Herakleia,80135,168,,
Perinthos-Herakleia,80214,12859,,
Other,100291,3891,,
IK Sestos,90030,35|12508,,
IG Bulg 5,75011,683,,
I Aeg Thrace,10025,2175|2185|2361,,
Other,100268,16044,,
IG Bulg 4,62046,796,,
"IG Bulg 3,2",51690,532,,
I Aeg Thrace,10100,2185|4032,,
IG Bulg 1(2),20007.2,3891,,
"IG Bulg 3,2",51812,1442,,
I Aeg Thrace,10212,1307,,
IG Bulg 1(2),20459,1019,,
"IG Bulg 3,1",41439,274,,
I Aeg Thrace,10433,2176|2189|2609,,
Other,100345,16261,,
I Aeg Thrace,10368,4660|4661,,
"IG Bulg 3,1",40884,7681,,
IG Bulg 5,75283,846,,
IG Bulg 2,30756,1196|7007,,
IG Bulg 1(2),20047,2189|5151,,
IK Sestos,90015,13941,,
IG Bulg 2,30867,794,,
IG Bulg 2,30689,796,,
IG Bulg 1(2),20174,456,,
I Aeg Thrace,10213,4334,,
I Aeg Thrace,10212,136,,
IG Bulg 1(2),20163.2,5496,,
I Aeg Thrace,10084,2178|2196|243,,
IG Bulg 5,75462,7790,,
IG Bulg 1(2),20014,2189|1373,,
IK Byzantion,95255,465,,
IG Bulg 2,30616,2358,,
IG Bulg 1(2),20022,3891,,
IG Bulg 5,75808,6550|1162,,
IG Bulg 1(2),20463.3,1282,,
"IG Bulg 3,1",41101,2189|9573,,
"IG Bulg 3,2",51814,246,,
IG Bulg 1(2),20401,2267,,
IG Bulg 4,62192,1196,,
IK Sestos,90001,13883,,
IG Bulg 1(2),20002,2258,,
IG Bulg 2,30867,56,,
"IG Bulg 3,1",41002,950,,
I Aeg Thrace,10098,866,,
"IG Bulg 3,2",51690,247,,
IG Bulg 4,61948,5664,,
IG Bulg 2,30798,1360,,
IG Bulg 1(2),20047,2189|2218,,
IG Bulg 1(2),20050,1308,,
I Aeg Thrace,10258,3891,,
IK Byzantion,95120,1640,,
Perinthos-Herakleia,80061,12200,,
IG Bulg 5,75387,2189|2211,,
I Aeg Thrace,10059,1232,,
IK Sestos,90038,906,,
IK Byzantion,95224,14957,,
"IG Bulg 3,2",51714,8137|8139,,
IG Bulg 5,75660,2287,,
IG Bulg 1(2),20442,988,,
Other,100274,334,,
IG Bulg 1(2),20474,175,,
"IG Bulg 3,1",41516,11058,,
IG Bulg 2,30643,2458|2229,,
IG Bulg 2,30500,3891,,
I Aeg Thrace,10212,2718,,
"IG Bulg 3,2",51690,274,,
IK Sestos,90063,732,,
I Aeg Thrace,10447,2997|2998,,
Other,100130,10572,,
Perinthos-Herakleia,80169,1267,,
"IG Bulg 3,1",41352,596,,
"IG Bulg 3,2",51710,2349|7718|7719,,
IG Bulg 1(2),20047,2189|1708,,
IG Bulg 4,62143,240,,
"IG Bulg 3,2",51593,2211|868,,
IG Bulg 1(2),20051.3,3891,,
IG Bulg 1(2),20014,2189|1196,,
IK Byzantion,95264,689,,
IG Bulg 5,75708,2189|13646,,
"IG Bulg 3,2",51849,110,,
Perinthos-Herakleia,80004,1383,,
IK Byzantion,95232,15201,,
"IG Bulg 3,2",51564,2175|2451|6721,,
Perinthos-Herakleia,80290,12017,,
"IG Bulg 3,1",41506,9362,,
I Aeg Thrace,10151,199,,
IK Byzantion,95289,15330,,
IG Bulg 1(2),20354,1194,,
IG Bulg 1(2),20186.2,685,,
IK Byzantion,95113,14519,,
"IG Bulg 3,2",51828,279,,
I Aeg Thrace,10458,4222,,
I Aeg Thrace,10464,2177|3434|2214,,
IK Byzantion,95323,2189|15424|15426,,
IG Bulg 1(2),20051.2,2243,,
IK Byzantion,95360,13916,,
"IG Bulg 3,1",41019,2219,,
IG Bulg 1(2),20014,2189|1640,,
Perinthos-Herakleia,80158,12602|12603|9144,,
IG Bulg 5,75518,13438,,
"IG Bulg 3,2",51829,135,,
IK Sestos,90038,399,,
IG Bulg 1(2),20047,2925|2926,,
IG Bulg 4,62009,9219|9220,,
"IG Bulg 3,1",41323,2189|3241,,
IG Bulg 4,62056,456,,
"IG Bulg 3,1",41517,2189|9026,,
IG Bulg 1(2),20395.4,3434,,
IG Bulg 2,30831,1332,,
IG Bulg 2,30830,480,,
IG Bulg 4,62056,3170,,
IG Bulg 1(2),20128,196,,
IG Bulg 5,75604,2176|2189|2261|56|6656,,
IG Bulg 2,30516,209,,
IK Byzantion,95163,15066,,
IG Bulg 1(2),20079.2,3891,,
IK Byzantion,95303,15360,,
IK Sestos,90038,774,,
IG Bulg 5,75068,11709,,
IG Bulg 1(2),20013.3,5084,,
IG Bulg 2,30661,3570|604,,
I Aeg Thrace,10307,2412|4580,,
IG Bulg 1(2),20334.7,5916,,
IG Bulg 1(2),20318,16697,,
IK Byzantion,95199,15132,,
IG Bulg 2,30620,2358,,
IG Bulg 4,62178,2452,,
Other,100062,15662,,
"IG Bulg 3,2",51593,2211|1085,,
Perinthos-Herakleia,80151,12581,,
IG Bulg 5,75599,2176|2189|2609,,
IG Bulg 1(2),20324,116,,
IG Bulg 4,62072,9860,,
"IG Bulg 3,1",41517,2188|330,,
IG Bulg 1(2),20078.3,1248,,
IK Sestos,90002,2179|13888|1236,,
"IG Bulg 3,1",40967,8627,,
"IG Bulg 3,2",51599,247,,
Perinthos-Herakleia,80061,775,,
IG Bulg 4,62338,2211|487,,
Perinthos-Herakleia,80029,2189|2833,,
"IG Bulg 3,1",40881,2193|7554,,
"IG Bulg 3,1",41208,2176|2189|2261,,
IK Byzantion,95148,977,,
Perinthos-Herakleia,80015,12013,,
IG Bulg 4,62337,1194,,
"IG Bulg 3,2",51690,497,,
I Aeg Thrace,10084,2173|2458|535,,
IG Bulg 5,75103,839,,
Other,100060,15653,,
IK Byzantion,95358,132,,
IG Bulg 5,75927,1404,,
IG Bulg 4,62280,196,,
"IG Bulg 3,1",41025,1313,,
IG Bulg 5,75339,212,,
I Aeg Thrace,10084,2178|2196|578,,
IG Bulg 4,62001,2176|2189|2261|56|6656,,
"IG Bulg 3,2",51602,2176|7033,,
IG Bulg 4,62049,2173|2458|3146|2241,,
IK Sestos,90001,5415,,
IG Bulg 5,75309,4437,,
IG Bulg 1(2),20133,2973,,
IG Bulg 4,62233,2176,,
I Aeg Thrace,10212,677,,
IG Bulg 4,62350,10710,,
Perinthos-Herakleia,80123,335,,
Other,100198,16449,,
IG Bulg 5,75931,1659,,
IG Bulg 2,30621,2189|3697,,
IK Sestos,90005,212,,
IG Bulg 4,62338,654,,
IG Bulg 5,75076,11735,,
"IG Bulg 3,1",41373,2255|3241|2239,,
IK Sestos,90038,1110,,
IG Bulg 1(2),20231,226,,
IG Bulg 5,75780,1605,,
IG Bulg 2,30673,6376,,
"IG Bulg 3,1",41010,562|9623,,
I Aeg Thrace,10212,141,,
Perinthos-Herakleia,80171,1457,,
IG Bulg 1(2),20463.2,226,,
IG Bulg 1(2),20047,2189|1119,,
"IG Bulg 3,2",51626,1194,,
IG Bulg 2,30868,7520,,
I Aeg Thrace,10164,1151,,
IG Bulg 1(2),20174,3589,,
IG Bulg 4,62095,10422,,
Perinthos-Herakleia,80143,12552,,
"IG Bulg 3,1",41480,738,,
IG Bulg 2,30641,2176|2185|2656,,
IK Byzantion,96026,2173|2458|3146|2241,,
IG Bulg 5,75214,2175|2206|2261|3325,,
I Aeg Thrace,10152,390,,
IG Bulg 1(2),20385,449,,
IG Bulg 1(2),20124,3891,,
I Aeg Thrace,10008,2176|2324,,
Other,100135,1403,,
IG Bulg 1(2),20281.2,3891,,
I Aeg Thrace,10109,120,,
IG Bulg 5,75151,11822,,
"IG Bulg 3,2",51593,6928,,
IG Bulg 2,30683,2626|102,,
Other,100393,2173|2458|1616,,
"IG Bulg 3,2",51690,1594,,
IG Bulg 1(2),20349.4,1647,,
IK Byzantion,95019,14261|14262,,
IG Bulg 1(2),20014,2176|2189|124,,
IG Bulg 4,62000,3191|6724|6717,,
"IG Bulg 3,1",40912,135,,
IG Bulg 2,30629,2176|2609,,
IG Bulg 5,75383,3107,,
IG Bulg 2,30746,13108,,
IG Bulg 2,30629,2634,,
IG Bulg 1(2),20324,112,,
Other,100127,473,,
IG Bulg 1(2),20047,2189|2932,,
Perinthos-Herakleia,80219,2998,,
IG Bulg 2,30640,2997|2283,,
IG Bulg 5,75244,2659,,
IG Bulg 4,62236,456,,
IG Bulg 5,75810,2920,,
Other,100337,1372,,
Perinthos-Herakleia,80089,12370,,
Perinthos-Herakleia,80102,12428,,
IG Bulg 1(2),20325,449,,
IG Bulg 4,62234,6015,,
IG Bulg 1(2),20014,2189|842,,
Other,100242,15983,,
Perinthos-Herakleia,80029,2176|2189|12047,,
IG Bulg 5,75104,877,,
IG Bulg 1(2),20135,2261,,
IG Bulg 2,30843,1758,,
IG Bulg 4,62153,583,,
IG Bulg 2,30529,3191|3190|2214,,
IK Byzantion,95334,6986,,
IG Bulg 1(2),20363,1194,,
I Aeg Thrace,10200,50|4204,,
IG Bulg 1(2),20047,2189|1548,,
IG Bulg 1(2),20047,2189|2176,,
"IG Bulg 3,1",41517,2189|11109,,
IG Bulg 1(2),20047.2,2189|2287,,
IG Bulg 2,30622,2634,,
I Aeg Thrace,10280,2210|2848,,
Perinthos-Herakleia,80061,1319,,
IG Bulg 1(2),20401,130,,
"IG Bulg 3,2",51690,1594,,
"IG Bulg 3,1",41467,2241,,
I Aeg Thrace,10161,728,,
"IG Bulg 3,2",51847,7445,,
IK Byzantion,95229,15194,,
Other,100151,1757,,
"IG Bulg 3,2",51690,532,,
Other,100161,16353,,
IG Bulg 2,30684,6489,,
IG Bulg 2,30697,6591|2241,,
IG Bulg 1(2),20170,5480,,
IK Byzantion,95318,2189|2177|1645,,
IG Bulg 4,62077,2229,,
IG Bulg 4,62279,2238,,
Other,100359,2181,,
IG Bulg 1(2),20114,5831,,
IG Bulg 4,62325,9258,,
IK Sestos,90011,2179|2196|2261,,
Other,100176,1403,,
IG Bulg 2,30644,2176|2185|2656,,
Perinthos-Herakleia,80063,12228,,
Other,100288,2211|2460,,
"IG Bulg 3,1",41005,9516,,
I Aeg Thrace,10104,4079,,
IG Bulg 1(2),20333.3,909,,
Other,100389,780,,
IG Bulg 4,61963,586,,
IG Bulg 1(2),20161.2,4608,,
IG Bulg 4,61922,2243,,
IG Bulg 5,75636,2458,,
Other,100162,485,,
IG Bulg 2,30590,3264,,
IG Bulg 2,30628,3674,,
"IG Bulg 3,2",51636,7238,,
IG Bulg 5,75833,2189|12878,,
IG Bulg 1(2),20051.3,3891,,
IG Bulg 1(2),20401,1267,,
IG Bulg 5,75064,2287,,
IG Bulg 5,75687,13600,,
I Aeg Thrace,10410,4725,,
I Aeg Thrace,10280,2847|4533,,
IK Byzantion,95232,470,,
IG Bulg 1(2),20308.9,3891,,
IG Bulg 2,30830,135,,
IG Bulg 5,75636,13570|11255,,
IG Bulg 4,62265,2229|56,,
"IG Bulg 3,1",41516,1195,,
I Aeg Thrace,10310,2211|72,,
IK Byzantion,95080,456,,
I Aeg Thrace,10146,8,,
I Aeg Thrace,10356,87,,
Other,100315,1065,,
IG Bulg 5,75011,1119,,
"IG Bulg 3,2",51603,2196|7039,,
IG Bulg 1(2),20353,1319,,
I Aeg Thrace,10414,625,,
Other,100268,56,,
I Aeg Thrace,10212,1307,,
IG Bulg 1(2),20070.2,2175|3116|5978,,
"IG Bulg 3,2",51690,2185,,
Perinthos-Herakleia,80138,2196|12311,,
IG Bulg 4,62155,2211,,
IG Bulg 1(2),20047.2,2176|5978,,
IG Bulg 4,62141,10544,,
I Aeg Thrace,10084,2176|2451|2452,,
Perinthos-Herakleia,80219,1756,,
IG Bulg 4,62130,8462|485,,
"IG Bulg 3,1",40994,4324,,
IG Bulg 1(2),20335.3,182,,
Other,100129,15853,,
IG Bulg 2,30631,2997|2998,,
I Aeg Thrace,10441,4765,,
IG Bulg 2,30630,2429,,
IG Bulg 4,61923,4437,,
IK Byzantion,95069,331,,
"IG Bulg 3,1",41529,4399,,
IG Bulg 2,30576,4852,,
IG Bulg 1(2),20078.3,1129,,
"IG Bulg 3,2",51808,1196,,
IG Bulg 1(2),20427,663,,
"IG Bulg 3,2",51670,7575,,
IG Bulg 4,62281,1508,,
IG Bulg 2,30606,2358,,
"IG Bulg 3,2",51642,1394,,
IK Byzantion,95065,1093,,
Other,100360,13570,,
"IG Bulg 3,1",40887,1349,,
Perinthos-Herakleia,80132,2541,,
"IG Bulg 3,2",51752,1195,,
IK Byzantion,95087,14445,,
IG Bulg 5,75821,56,,
IG Bulg 4,62194,6097,,
IK Byzantion,95132,15013,,
IG Bulg 5,75794,2189|1196,,
IG Bulg 4,61930,1500,,
IG Bulg 1(2),20239,2175,,
IG Bulg 1(2),20205,3391,,
I Aeg Thrace,10240,2765,,
I Aeg Thrace,10047,1583,,
IG Bulg 5,75925,390,,
I Aeg Thrace,10230,4358,,
"IG Bulg 3,1",41402,274,,
"IG Bulg 3,1",41168,2196|3712,,
IG Bulg 2,30620,2189|3697,,
IG Bulg 5,75907,2229,,
IG Bulg 1(2),20294,6095,,
"IG Bulg 3,2",51560,2176|2189|2609,,
IG Bulg 1(2),20016,2609,,
IK Byzantion,95058,1663,,
IG Bulg 2,30744,580,,
Perinthos-Herakleia,80259,5600,,
Perinthos-Herakleia,80283,2188|465,,
IG Bulg 2,30839,247,,
Other,100163,10906,,
IG Bulg 5,75134,2176,,
IG Bulg 2,30608,2179|2181|2358|2609,,
Other,100283,2211|16101,,
IG Bulg 4,61912,5938|5939,,
IG Bulg 1(2),20401,8199,,
IK Sestos,90065,14112,,
"IG Bulg 3,1",41519,644,,
IG Bulg 1(2),20050,1523,,
Perinthos-Herakleia,80003,11903,,
"IG Bulg 3,2",51803,1190,,
IG Bulg 2,30737,1698,,
IG Bulg 5,75467,2173,,
I Aeg Thrace,10418,152,,
IG Bulg 4,62015,9393,,
IK Byzantion,95276,1313,,
IG Bulg 2,30626,2175|2458|3702,,
IG Bulg 1(2),20078.3,32,,
IG Bulg 1(2),20046,804,,
I Aeg Thrace,10027,3944,,
IG Bulg 1(2),20318,16705,,
"IG Bulg 3,1",41168,1267,,
IG Bulg 5,75815,2189|787,,
IK Byzantion,95271,19,,
IG Bulg 4,62331,1622,,
IG Bulg 4,62072,135,,
IG Bulg 5,75341,13289,,
"IG Bulg 3,2",51627,7208,,
IG Bulg 1(2),20022,131,,
IG Bulg 1(2),20046,784,,
IG Bulg 5,75274,2175,,
IK Byzantion,95374,15449,,
"IG Bulg 3,1",40948,8590,,
I Aeg Thrace,10254,4427,,
I Aeg Thrace,10023,2358,,
IG Bulg 1(2),20043,1757,,
IG Bulg 5,75066,390,,
IG Bulg 1(2),20056,3891,,
IG Bulg 2,30820,7330,,
"IG Bulg 3,2",51673,7582,,
IG Bulg 2,30798,56,,
"IG Bulg 3,1",41537,8137|11201|3935,,
IG Bulg 1(2),20234,235,,
IK Byzantion,95342,1679,,
IG Bulg 1(2),20385,390,,
IG Bulg 1(2),20013,6271,,
IG Bulg 5,75288,1686,,
I Aeg Thrace,10042,977,,
IG Bulg 4,62251,735,,
"IG Bulg 3,2",51863,2412,,
IG Bulg 1(2),20047.2,2189|571,,
IG Bulg 1(2),20271,797,,
IG Bulg 5,75251,6156,,
"IG Bulg 3,1",40884,4399,,
IG Bulg 1(2),20178.2,5440,,
IG Bulg 4,61986,9208,,
IG Bulg 1(2),20031,341|834,,
IG Bulg 5,75618,2189|13545,,
IK Byzantion,95315,794,,
"IG Bulg 3,1",41077,2177|2181|1476,,
IK Sestos,90010,2173|2458,,
"IG Bulg 3,1",40878,2176|2189|2609,,
"IG Bulg 3,1",41122,2412|9616,,
"IG Bulg 3,2",51690,7865,,
Other,100163,2189|16360|135,,
I Aeg Thrace,10352,3023,,
Perinthos-Herakleia,80130,8137|12503|12504,,
"IG Bulg 3,1",40933,8562,,
IG Bulg 1(2),20401,1366,,
IG Bulg 4,62021,2255|3241|2239,,
IG Bulg 5,75338,2458|998,,
IG Bulg 1(2),20020,141,,
IG Bulg 2,30850,7453,,
IG Bulg 2,30768,366|2266,,
IG Bulg 5,75234,1217,,
IG Bulg 4,62224,3170,,
I Aeg Thrace,10069,2189|3258|3938,,
IG Bulg 1(2),20036,141,,
IG Bulg 4,62244,1196,,
"IG Bulg 3,1",41457,1187,,
IG Bulg 1(2),20014,2189|2199,,
IG Bulg 5,75011,998,,
IG Bulg 1(2),20281.2,6040,,
IG Bulg 1(2),20178.2,3604,,
IG Bulg 2,30630,2634,,
"IG Bulg 3,2",51615,796,,
IG Bulg 1(2),20326,1241,,
IG Bulg 4,62220,2189|1196,,
IG Bulg 1(2),20047.2,2189|1645,,
IG Bulg 1(2),20289,1333,,
"IG Bulg 3,1",41517,2189|2233,,
I Aeg Thrace,10423,1200,,
Other,100092,142,,
IG Bulg 2,30851,2176,,
IK Byzantion,95321,14421,,
Perinthos-Herakleia,80070,12344,,
IG Bulg 2,30784,2176|2189,,
"IG Bulg 3,2",51569,2176|2189|6761,,
IG Bulg 4,62335,2176|2189|2609,,
IG Bulg 1(2),20006,1522,,
IK Byzantion,95079,134,,
IG Bulg 5,75011,793,,
IK Byzantion,95181,2659,,
IG Bulg 1(2),20308.7,1156,,
Other,100132,2173|2204|15862,,
IG Bulg 2,30867.2,2176|3235,,
IG Bulg 2,30505,1349,,
Perinthos-Herakleia,80131,2189|643,,
IG Bulg 5,75341,13287,,
I Aeg Thrace,10058,3925,,
IG Bulg 4,62010,334,,
IG Bulg 1(2),20322.3,1062,,
IG Bulg 1(2),20206.3,456,,
IK Byzantion,95103,732,,
IG Bulg 4,62192,6097,,
IG Bulg 2,30836,1194,,
"IG Bulg 3,2",51653,2189|449,,
IG Bulg 1(2),20434.2,134,,
I Aeg Thrace,10079,2358,,
IG Bulg 4,62077,781,,
IG Bulg 1(2),20318,16707,,
"IG Bulg 3,2",51772,135,,
IG Bulg 5,75703,2189|13638,,
Other,100141,195,,
"IG Bulg 3,2",51638,1377,,
IG Bulg 2,30532,2211|76,,
IG Bulg 1(2),20420,1310,,
IK Byzantion,95211,15156,,
"IG Bulg 3,2",51707,2176|2189|2260,,
"IG Bulg 3,2",51669,1582,,
IG Bulg 1(2),20050,3891,,
Other,100132,2458|2241,,
IG Bulg 4,62329.2,683,,
IG Bulg 5,75585,791,,
I Aeg Thrace,10140,4125,,
IG Bulg 1(2),20175.2,2173|2182|2218,,
IK Byzantion,95099,14485,,
Other,100269,209,,
IG Bulg 2,30537,3235,,
Perinthos-Herakleia,80161,2188|12616,,
IG Bulg 4,62056,3073,,
"IG Bulg 3,2",51562,2176|2189|2261|56|6656,,
I Aeg Thrace,10090,689,,
IG Bulg 1(2),20336,1609,,
IG Bulg 5,75858,485,,
I Aeg Thrace,10084,2178|2196|1650,,
IG Bulg 2,30621,2176|2609,,
I Aeg Thrace,10212,2176|2717|2715,,
"IG Bulg 3,1",41105,7767,,
I Aeg Thrace,10015,3942,,
IK Byzantion,95022,1150,,
IG Bulg 5,75612,2458|13536,,
I Aeg Thrace,10395,2173|2458|3146|2241,,
IG Bulg 1(2),20281,20,,
IG Bulg 4,62030,2204|2243,,
IK Byzantion,95189,274,,
IG Bulg 4,62077,728,,
IG Bulg 1(2),20314,727,,
IG Bulg 4,61953,264,,
"IG Bulg 3,1",41410,10036,,
Other,100268,16054,,
"IG Bulg 3,1",41011,334,,
IK Byzantion,95001,12187,,
IG Bulg 5,75624,683,,
IG Bulg 5,75861,3891,,
IG Bulg 2,30617,2634,,
IK Byzantion,95345,2176|15460|456,,
"IG Bulg 3,1",40884,7660|7661,,
"IG Bulg 3,2",51690,1194,,
IG Bulg 4,62217,2211|76,,
IG Bulg 1(2),20411,1037,,
Perinthos-Herakleia,80100,12421,,
IG Bulg 1(2),20195,5401,,
IG Bulg 5,75613,243,,
IK Byzantion,95273,35|2997,,
IG Bulg 5,75397,2173|13366,,
I Aeg Thrace,10122,4104,,
IG Bulg 4,61959,584,,
"IG Bulg 3,1",41201,485,,
IG Bulg 5,75148,11815,,
"IG Bulg 3,2",51641,1196,,
IK Byzantion,95217,7436,,
"IG Bulg 3,2",51677,7586,,
"IG Bulg 3,2",51774,2176|2412|149,,
IG Bulg 2,30690,2173,,
IK Byzantion,95382,1150,,
IG Bulg 5,75244,11912,,
IG Bulg 5,75334,2175|13245,,
Perinthos-Herakleia,80111,56,,
"IG Bulg 3,2",51690,1194,,
Perinthos-Herakleia,80178,2189|12766,,
IG Bulg 5,75891,2173|3688,,
"IG Bulg 3,1",40993,8965,,
IG Bulg 4,62024,2177|2206|3692,,
IG Bulg 4,62074,9881,,
IK Byzantion,95375,142,,
IG Bulg 2,30494,4862,,
I Aeg Thrace,10449,3412|3413|699,,
IG Bulg 5,75463,2188|11935|13407,,
IG Bulg 1(2),20277,6024|2270,,
"IG Bulg 3,1",41320,10275,,
"IG Bulg 3,1",41015,327,,
"IG Bulg 3,2",51852,8746,,
I Aeg Thrace,10261,4490,,
IG Bulg 2,30616,2176|2609,,
IG Bulg 4,62034,2189|3178,,
"IG Bulg 3,1",41215,4601,,
"IG Bulg 3,1",41517,2189|11150,,
IK Byzantion,95192,14109|15095|15022,,
"IG Bulg 3,1",41147,1728,,
Other,100354,16464,,
"IG Bulg 3,2",51589,2176|2189|2261|56|6656,,
IG Bulg 2,30627,2176|2189|2609,,
Other,100409,16595,,
"IG Bulg 3,1",41169,3891,,
IG Bulg 1(2),20188,291,,
IG Bulg 1(2),20054,3891,,
Perinthos-Herakleia,80066,12334,,
"IG Bulg 3,2",51874,390,,
IK Sestos,90041,14048,,
IK Byzantion,95117.1,14536,,
"IG Bulg 3,2",51690,2243,,
IG Bulg 1(2),20178.2,20,,
IK Byzantion,95271,14109,,
IG Bulg 2,30519,2714|2211,,
IG Bulg 1(2),20418,1521,,
IK Byzantion,95377,15516,,
Perinthos-Herakleia,80308,212,,
IG Bulg 1(2),20378,1433,,
IK Sestos,90070,14128|14129,,
"IG Bulg 3,2",51690,519,,
"IG Bulg 3,2",51863,14,,
IG Bulg 4,61982,7711|7713|7714,,
Other,100392,8183,,
IG Bulg 1(2),20005,2997|2283,,
Other,100268,442,,
Other,100193,3891,,
IG Bulg 5,75250,2179|2189|11960,,
Other,100056,772,,
IK Byzantion,96045,14951,,
IG Bulg 4,62073,1196,,
IG Bulg 1(2),20047.2,2189|299,,
"IG Bulg 3,2",51673,7091,,
IG Bulg 5,75004.2,11619,,
"IG Bulg 3,2",51889,55,,
IG Bulg 5,75652,247,,
IG Bulg 4,62237,3712,,
Other,100076,15706,,
IG Bulg 1(2),20187.2,2287,,
IG Bulg 1(2),20218,2201|2262,,
IG Bulg 1(2),20057,141,,
IG Bulg 1(2),20047,2189|2228,,
IG Bulg 1(2),20047.2,2189|1248,,
"IG Bulg 3,1",41074,2176|2189|2609,,
IG Bulg 5,75266,13106,,
IK Byzantion,95262,1693,,
I Aeg Thrace,10085,2178|2196|2454,,
IK Byzantion,95040,3891,,
"IG Bulg 3,2",51731,571,,
IG Bulg 1(2),20326,1411,,
I Aeg Thrace,10208,2707,,
IG Bulg 4,62074,168,,
IG Bulg 2,30805,7263,,
IG Bulg 2,30555,274,,
IK Sestos,90038,14008,,
IG Bulg 1(2),20047.2,2189|1708,,
IG Bulg 1(2),20335,1130,,
IG Bulg 4,62058,9776,,
Perinthos-Herakleia,80061,12252,,
"IG Bulg 3,1",41517,2189|796,,
IG Bulg 2,30704,1401,,
"IG Bulg 3,1",41067,2287|9495,,
"IG Bulg 3,1",40884,2189|6498,,
Other,100344,2287,,
"IG Bulg 3,1",40915,2175|2189|2257,,
I Aeg Thrace,10363,625,,
IG Bulg 1(2),20107,32,,
"IG Bulg 3,2",51554,6677|6678,,
IG Bulg 1(2),20165,20,,
"IG Bulg 3,1",41190,2454,,
IG Bulg 1(2),20010,4437,,
Other,100152,2189|1403,,
I Aeg Thrace,10212,2241|2189,,
IG Bulg 1(2),20088.2,181,,
"IG Bulg 3,2",51804,1375,,
IG Bulg 2,30599,2173|2185|3400,,
IK Byzantion,95336,4437,,
IG Bulg 1(2),20096,1280,,
IK Sestos,90052,2211|13031,,
Other,100383,2176|2189|6622,,
IG Bulg 5,75748,2189|13709,,
I Aeg Thrace,10355,1641,,
IK Byzantion,96058,456,,
"IG Bulg 3,1",41453,10852,,
"IG Bulg 3,2",51746,1196,,
"IG Bulg 3,1",40880,2634|2429,,
IG Bulg 1(2),20308.2,619,,
IG Bulg 2,30604,2189,,
Perinthos-Herakleia,80061,792,,
IG Bulg 4,62214,2412|694,,
"IG Bulg 3,2",51576,6789,,
"IG Bulg 3,1",41419,5078,,
IK Byzantion,95093,14465,,
IG Bulg 1(2),20047,2189|1183,,
Perinthos-Herakleia,80168,2189|12718,,
"IG Bulg 3,2",51690,1194,,
"IG Bulg 3,1",41192,6156,,
"IG Bulg 3,2",51852,247,,
Perinthos-Herakleia,80061,12179,,
IK Byzantion,95050,196,,
IK Byzantion,96018,5801,,
"IG Bulg 3,1",40908,3191|2187|6807,,
IG Bulg 2,30701,2196|6614,,
Perinthos-Herakleia,80309,2188|13065,,
"IG Bulg 3,1",41516,6146,,
"IG Bulg 3,1",41534,2210|7976,,
IG Bulg 5,75737,2189|2215,,
IG Bulg 1(2),20335.7,3891,,
IG Bulg 1(2),20087,20,,
"IG Bulg 3,1",41129,2189|9840,,
I Aeg Thrace,10328,936,,
IG Bulg 2,30564,1616,,
IG Bulg 1(2),20047,2189|5153,,
"IG Bulg 3,2",51690,714,,
IG Bulg 2,30619,2175|2206|3692,,
IG Bulg 5,75076,11730,,
IK Byzantion,95230,812,,
IG Bulg 4,61999,3191|3345|3346,,
IG Bulg 5,75786,2188|1090,,
IK Byzantion,95186,359,,
"IG Bulg 3,1",41007,2188|337,,
IG Bulg 1(2),20078,1222,,
Perinthos-Herakleia,80167,2189|12713,,
IK Byzantion,95154,15051,,
IG Bulg 4,61950,9083,,
IG Bulg 1(2),20377,3541,,
"IG Bulg 3,1",41528,2179|2211,,
"IG Bulg 3,2",51690,317,,
IG Bulg 4,61973,1603,,
IG Bulg 1(2),20339,223,,
I Aeg Thrace,10298,753,,
Perinthos-Herakleia,80265,12174,,
IG Bulg 1(2),20047.2,2176|2189|1127,,
IG Bulg 1(2),20046,1308,,
"IG Bulg 3,1",40973,1722,,
Other,100268,6498,,
"IG Bulg 3,2",51690,266,,
IG Bulg 5,75637,2458|2241,,
IG Bulg 2,30751,6986,,
I Aeg Thrace,10031,93,,
IG Bulg 5,75004.2,11617,,
IG Bulg 4,61974,2229,,
IG Bulg 5,75433,2173|59,,
IG Bulg 1(2),20198.2,4399,,
"IG Bulg 3,1",41008,1757,,
